payment_method,total_sales_x,total_quantity_sold_x,total_net_profit_x,month,total_sales_y,total_quantity_sold_y,total_net_profit_y,quarter,total_sales,total_quantity_sold,total_net_profit
,1954091891.0,1370,581318553.44,2022-10,38765054.0,18,11390814.3,Q1,339296810.0,368,101324709.5
,1954091891.0,1370,581318553.44,2022-10,38765054.0,18,11390814.3,Q2,660673650.0,468,195168830.14
,1954091891.0,1370,581318553.44,2022-10,38765054.0,18,11390814.3,Q3,782516193.0,398,234442313.3
,1954091891.0,1370,581318553.44,2022-10,38765054.0,18,11390814.3,Q4,171605238.0,136,50382700.5
,1954091891.0,1370,581318553.44,2022-11,38602886.0,17,11242696.8,Q1,339296810.0,368,101324709.5
,1954091891.0,1370,581318553.44,2022-11,38602886.0,17,11242696.8,Q2,660673650.0,468,195168830.14
,1954091891.0,1370,581318553.44,2022-11,38602886.0,17,11242696.8,Q3,782516193.0,398,234442313.3
,1954091891.0,1370,581318553.44,2022-11,38602886.0,17,11242696.8,Q4,171605238.0,136,50382700.5
,1954091891.0,1370,581318553.44,2022-12,25772590.0,28,7209777.0,Q1,339296810.0,368,101324709.5
,1954091891.0,1370,581318553.44,2022-12,25772590.0,28,7209777.0,Q2,660673650.0,468,195168830.14
,1954091891.0,1370,581318553.44,2022-12,25772590.0,28,7209777.0,Q3,782516193.0,398,234442313.3
,1954091891.0,1370,581318553.44,2022-12,25772590.0,28,7209777.0,Q4,171605238.0,136,50382700.5
